web_scraper_order,product,variant,comment,created_at,reason
1773397937-687,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#08 Figtachio,"ảnh và video nhận xu, màu son mới đẹp, có chút dưỡng thì phải nên môi ko bị khô, 1* cho dv đóng gói và vận chuyển, ko biết lỗi do ai, đặt hoả tốc nhưng giao muộn",2025-12-21 19:04,Chất lượng sản phẩm kém
1773397937-690,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Tặng túi đựng son mà k sài đc, nút bấm rớt lên rớt xuống",2025-12-21 17:29,Khác / Không rõ
1773397937-692,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Laydown-Hồng trầm,"trc mk có 1 cây màu laydown, đánh lên là màu nhạt hơn kia, hấn tệp môi, rất tự nhiên, thích qua nên mình đặt thêm cây này, ai ngờ màu nó đỏ đỏ cam cam choé hết cả mặt",2025-12-21 12:47,Gây kích ứng da / breakout
1773397937-693,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,Hàng lỗi không hổ trợ đổi cho khách,2025-12-20 22:44,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-694,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Casual Affair-Hồng,Nhận hàng ghi son trung quốc,2025-12-20 20:54,Khác / Không rõ
1773397937-695,Phấn Má Hồng Mịn Lì 3CE Face Blush,City Mauve-Hồng khói,Hàng made in China,2025-12-20 20:09,Không giống mô tả / quảng cáo
1773397937-697,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Thà là mình đừng tặng đi, tặng cho nó ra hồn chứ ai mà quà tặng bong tróc hết ra đã thế keo dán dính còn lởm. Tốt nhất các bạn nên bỏ quà đi chứ đừng bôi xấu hãng mình khi đem ra 1 món quà tặng như vậy tặng khách!",2025-12-20 15:37,Khác / Không rõ
1773397937-698,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Spot Player-Táo đỏ,"Lúc hỏi mua thì shop tư vấn màu Play Spot đẹp hơn Sepia nên mình mới chốt. Nhận về dùng thử thì Play Spot lên màu tím, cực kỳ xấu, không giống tư vấn. Mình nhắn hỏi lại thì shop quay xe nói ngược: Sepia mới đẹp hơn Play Spot 🙂 Mình hỏi lại “vậy sao ban đầu bảo Play Spot đẹp hơn?” thì shop đáp ‘tùy sắc tố môi’. Ủa vậy sao không nói rõ từ đầu để khách chọn cho đúng? Đến khi bị phản hồi mới đem “sắc tố môi” ra đổ. Tóm lại: tư vấn thiếu trách nhiệm, nói trước nói sau, trải nghiệm rất tệ. Ai mua cân nhắc kỹ, đừng tin tư vấn một chiều.",2025-12-20 15:27,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-699,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Bình thường,2025-12-20 14:09,Khác / Không rõ
1773397937-700,Son Sáp Màu Mịn Lì 3CE Sketch Stick,05-High Standard,"Lõi son bị rơi ra, đáy son k bám vào cây son",2025-12-20 14:09,Khác / Không rõ
1773397937-702,Phấn Má Hồng Mịn Lì 3CE Face Blush,Nude Peach-Be nude,Dán tem chán,2025-12-20 10:52,Chất lượng sản phẩm kém
1773397937-703,Son kem lì nhung mịn 3CE Velvet Lip Tint,Going Right-Cam đào,Hôm trước mua dùm nên k thấy rõ được. Son chính hãng mà có cái đường dán như vầy xong xài mau trôi là sao trời? K biết phải shop chính hãng thiệt k nữa. Thất vọng,2025-12-28 10:22,Chất lượng sản phẩm kém
1773397937-704,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,KNIT-Hồng khô,"MÌNH NGHĨ HÃNG NÊN LẮNG NGHE! Với cây son gần 300k, hãng giới thiệu với tiêu đề mịn lì! Theo trải nghiệm của mình cực kì thất vọng! Ưu điểm: giữ màu 5-6 thì tiếng nếu không chạm vào hoặc ăn uống. Nhược điểm: chất son bột, vón không đều khi thoa, phải nói là bệt bệt loang lổ không đều trên môi( môi có tẩy tbc), quẹt cái trôi sạch, bậm bôi cái là son loang lổ, chỗ nhạt chỗ đậm. Mình thật sự thất vọng đấy, không ai muốn bỏ ra số tiền đó để nhận 1 sản phẩm như vậy,rất bất tiện nếu muốn dùng hàng ngày! Thật sự chỉ khi mua về mới thấy rõ, thoa son k bám mà cứ loang lổ chỗ đậm chỗ nhạt",2025-12-20 09:13,Chất lượng sản phẩm kém
1773397937-705,Son kem bùn mịn lì 3CE Hazy Lip Clay,WHIP RED-Đỏ mận,"T đặt quà tặng sinh nhật mà ko chịu ship, om mấy đơn của t ở kho cả tuần trời trong khi hàng đã đến nơi và t đã thanh toán hết rồi. Khiếu nại đủ kiểu không chịu ship, dịch vụ của đơn vị vận chuyển được quá tệ, mất nết m at d ay",2025-12-19 20:44,Chất lượng sản phẩm kém
1773397937-706,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Màu nâu nhiều hơn,2025-12-19 16:35,Khác / Không rõ
1773397937-707,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Casual Affair-Hồng,"Giao lâu, tư vấn hời hợt. Đặt 2 sản phẩm thì giao có một",2025-12-19 14:52,Giao hàng chậm
1773397937-708,Phấn Má Hồng Mịn Lì 3CE Face Blush,Mono Pink-Hồng khô,"rõ mua chính gốc mà made in china , quá thất vọng",2025-12-19 14:09,Không giống mô tả / quảng cáo
1773397937-709,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Pink Guava-Hồng đào,"Son rất khó sài, chất son ko mịn, ko thể giàn đều trên môi",2025-12-19 10:22,Khác / Không rõ
1773397937-711,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,Giao sai màu trả hàng không đc đã đành. Giờ nửa tháng k nhận lại được hàng hoàn. Làm việc hãm vãi,2025-12-18 22:25,Thiếu hàng / sai sản phẩm
1773397937-712,Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều),RAIN OR SHINE-Pha lê,Trời đất quỷ thần son gì mà vặn lên xong k cho vặn xuống thế rồi nắp lại kiểu gì. Nếu không vặn được xuống thì cx phải cảnh báo người mua để ngta đừng vặn lên. Son mà vặn lên k vặn xg được thì thiết kế vặn làm cái gì????,2025-12-18 20:37,Chất lượng sản phẩm kém
1773397937-713,Phấn Má Hồng Mịn Lì 3CE Face Blush,Delectable-Hồng dâu,Đánh không biết bao nhiêu loại má hồng mà con má hồng này rát hết mặt :)))),2025-12-18 20:23,Gây kích ứng da / breakout
1773397937-716,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Mình trả hàng shop ko nhận thì phải gửi lại cho mình, nhưng ko thấy đâu , nhắn tin cũng ko thấy trả lời, lên cmt trên live nói sẽ hỗ trợ cũng ko thấy đâu",2025-12-18 15:36,Dịch vụ CSKH kém
1773397937-720,Son Sáp Màu Mịn Lì 3CE Sketch Stick,13-Silent Bloom,"Mình vặn lên phát hiện sớm bị gãy, thật sự là trải nghiệm rất tệ",2025-12-18 15:33,Chất lượng sản phẩm kém
1773397937-728,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Tôi mua nhầm một cây son trả lại nhưng không được do lý do từ chối là hộp bị méo trong khi lúc tôi nhận được hàng hoàn lại thì tôi chả thấy cái hộp nào méo cả mà ví dụ có méo thì vấn đề là ở vận chuyển chứ tại sao người chịu thiệt lại là khách hàng tôi đã nói rõ ràng với cả shop và shop Mà không nhận được một câu trả lời rõ ràng vẫn lấy lý do là do tiêu chuẩn của Shopee vớ vẩn một shop lớn mà làm ăn chán. ￼ tôi cực kỳ cực kỳ không hài lòng,2025-12-18 08:22,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-729,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Slick,Giử cho cái hộp k chứ k giử hàng,2025-12-18 07:22,Khác / Không rõ
1773397937-730,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Sản phẩm của mình trong tích xưa cùng tham gia CLB nào đó nhưng không phải là quan trọng nhất là động lực để giúp đỡ của các,2026-01-01 12:52,Chất lượng sản phẩm kém
1773397937-731,Son Sáp Màu Mịn Lì 3CE Sketch Stick,03-Softly Spoken,Vừa mở ra là lõi son bay theo nắp 😢,2025-12-22 21:33,Khác / Không rõ
1773397937-732,Phấn Nước Trang Điểm 3CE Fitting Mesh Cover Cushion,(Lõi Refill)-N02,Đóng gói k chắc chắn.,2025-12-17 21:44,Chất lượng sản phẩm kém
1773397937-733,Son bóng dưỡng môi 3CE Glazy Lip Glow,#33 Cool Sweetie,Đã nhận được hàng. Trên đơn có quà tặng mà shop lại không gửi cho mình là sao ạ,2025-12-17 20:28,Chất lượng sản phẩm kém
1773397937-735,Phấn Má Hồng Mịn Lì 3CE Face Blush,Delectable-Hồng dâu,K có quà tặng,2025-12-17 15:56,Khác / Không rõ
1773397937-737,Son kem lì nhung mịn 3CE Velvet Lip Tint,Going Right-Cam đào,"Hinhd ảnh chị mang tính chất mình hoah nhạn xứ kkkk , màu ko đẹp",2025-12-17 14:31,Khác / Không rõ
1773397937-739,(GWP) Son Kem Mịn Mờ Môi 3CE Blur Water Tint Mini #Laydown,,Đóng gói hàng quá ẩu Ghi được tặng son mà ko thấy Nhìn gói hàng không muốn nhận,2025-12-17 11:12,Chất lượng sản phẩm kém
1773397937-740,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"Mình mua 2 lần nhưng lần thứ 2 nhận được là made in china, chất son cũng không giống, nhắn shop ko phản hồi",2025-12-17 09:26,Không giống mô tả / quảng cáo
1773397937-741,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Slick,K lên màu đẹp xấu,2025-12-17 09:17,Khác / Không rõ
1773397937-742,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Casual Affair-Hồng,Gửi hàng ẩm ướt vớ vẩn,2025-12-17 00:28,Khác / Không rõ
1773397937-743,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,BUDDY-Hồng cá hồi,"Son hơi khô môi, vỏ sang đẹp, mang tiếng tặng túi đựng son mà sao túi rách, cũ kĩ, bị rớt nút Rất tệ ạ, tại m mua 1 phần vì túi đựng son",2025-12-16 23:55,Chất lượng sản phẩm kém
1773397937-746,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Laydown-Hồng trầm,Thiếu quà đi kèm mà mua hai cây cần shop phản hồi lại ngay,2025-12-16 18:29,Thiếu hàng / sai sản phẩm
1773397937-747,Phấn Nước Trang Điểm 3CE Fitting Mesh Cover Cushion,(Lõi Refill)-N02,"Hãng này buồn cười nhỉ , ngta mua hộp phấn lại k cho ngta bỏ đậy nắp trên miếng mút, Trông rõ là buồn cười k có tính thẩm mỹ gì, k bio có lần sau mua của hãng này",2025-12-16 17:36,Khác / Không rõ
1773397937-748,Phấn Nước Trang Điểm 3CE Fitting Mesh Cover Cushion,(Lõi Refill)-N02,"Đặt 2 đơn hệt nhay nên huỷ bớt 1 đơn do mình thanh toán nhầm là cod, thế là shop từ chối cho huỷ mà gửi 2 đơn i hệt nhau????",2025-12-16 16:53,Thiếu hàng / sai sản phẩm
1773397937-749,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,Son đánh chán vô cùng không lên đúng màu ! Tông ra Hồng chứ k phải đỏ cam thực sự thấy thấy vọng check lại hàng gửi nhầm màu không nhưng không nhé cái màu nó vậy OK hãng ơi nhưng nó là màu Hồng mà ! Gửi shop 1 sao vì ảnh thì một màu rồi khách đánh lên là màu khác,2025-12-16 16:11,Thiếu hàng / sai sản phẩm
1773397937-750,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,YOUR SIDE-Hồng đất,Đặt cây Yourside nhưng giao cây mã Hush red,2025-12-16 15:52,Khác / Không rõ
1773397937-751,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Casual Affair-Hồng,"ko chấp nhận khiếu nại thì xin hãy gửi lại hàng, hàng mất tiêu luôn, tiền mất tiêu luôn. xứng đáng 1 sao",2025-12-16 14:17,Khác / Không rõ
1773397937-752,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"Son không lì nhé mấy chị em. Uống nước thôi cũng đã trôi rồi, còn ăn thì bay sạch Đánh lên như mủ mít dính trên môi vậy á Màu son không giống màu của ảnh minh hoạ đâu",2025-12-25 12:28,Không giống mô tả / quảng cáo
1773397937-753,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Lazy Talk,cx dc mà thik mat dạy,2025-12-16 14:11,Khác / Không rõ
1773397937-754,Phấn Nước Trang Điểm 3CE Fitting Mesh Cover Cushion,(Lõi Refill)-N02,Mua nhiều sp của 3ce nhưng đến đơn này cần liên hệ với shop !! Mình thấy cskh rất tệ :(((,2025-12-16 13:49,Dịch vụ CSKH kém
1773397937-756,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Casual Affair-Hồng,"Màu xấu , choé không đẹp . 1 điểm cho màu son này . Mấy cái review tiktok khéo là booking cả seeding cmt .",2025-12-16 12:37,Không giống mô tả / quảng cáo
1773397937-758,Phấn Má Hồng Mịn Lì 3CE Face Blush,Rose Beige-Cam đào,"Đóng gói sơ xài, sản phẩm gửi made in china, cảm thấy chất lượng ko xứng với giá tiền, sản phẩm của hàn quốc nhưng trên bao mì gửi cho khách là China",2025-12-16 11:51,Không giống mô tả / quảng cáo
1773397937-759,Son bóng dưỡng môi 3CE Glazy Lip Glow,#36 Double Grape,Dùng bị dị ứng thoa nhiều thấy môi khá sót lên mụn nước liti quanh viền môi son 3ce đợt này thấy vọng quá màu lên cũng k đẹp,2025-12-16 10:24,Gây kích ứng da / breakout
1773397937-760,Son Sáp Màu Mịn Lì 3CE Sketch Stick,13-Silent Bloom,"màu không giống ảnh, khô môi. dùng được 2 tuần đã gãy chịu đấy ?",2025-12-16 08:41,Không giống mô tả / quảng cáo
1773397937-762,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,hãy cẩn thận với shop này! Họ chỉ muốn bán chứ không chịu trách nhiệm với sản phẩm của họ,2025-12-24 11:30,Chất lượng sản phẩm kém
1773397937-763,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Slick,Mua thì được nhưng dịch vụ của người bán rất chi giả dối,2025-12-24 11:32,Không giống mô tả / quảng cáo
1773397937-764,(GWP) Son Kem Mịn Mờ Môi 3CE Blur Water Tint Mini #Laydown,,Shop dịch vụ hoàn trả rất giả dối,2025-12-24 11:31,Không giống mô tả / quảng cáo
1773397937-765,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,BUDDY-Hồng cá hồi,Mình sẽ không bao giờ ủng hộ shop thêm 1 lần nào nữa,2025-12-24 11:31,Chất lượng sản phẩm kém
1773397937-766,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Đóng gói rất sơ sài, hàng tặng thì vừa dơ vừa bong keo như hàng tồn, nhắn tin hỏi thì cứ nói do sàn nên mình phải thông cảm :)",2025-12-15 19:52,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-770,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Nhận hàng bẹp dẹp:)) giao đóng gói kiểu gì ko biết. Cả hộp ngoài lẫn trong bẹp dí,2025-12-15 18:50,Khác / Không rõ
1773397937-771,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Chasing Rose-Hồng,bên hãng gửi sai hàng mình cũng đã liên hệ vs hãng để giải quyết nhưng hãng ko giải quyết cũng như có chính sách cho mình hoàn đơn hàng này thật sự quá thất vọng khi 1 hãng lớn làm ăn như này mà mình còn mua trên live của c Hana nữa chứ là có đang lừa đảo khách hàng hay ko ? bên shopee cũng ko hỗ trợ đổi trả hàng thật sự quá bức xúc về cách làm việc của 3ce một hãng lớn như vậy,2025-12-15 17:41,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-772,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"Thấy hàng hơi giả, niêm phong kì kì, mùi không thơm Màu sepia này hơi đậm dừ dừ Thất vọng quá ò huhuu 📣[HCM] TUYỂN DỤNG NHÂN VIÊN TƯ VẤN & CHĂM SÓC KHÁCH HÀNG PART TIME ✨ Cơ hội được đào tạo và rèn luyện trong môi trường làm việc chuyên nghiệp cho vị trí Nhân viên Chăm sóc Khách hàng tại Teemo Sneaker! *Lưu ý: Địa điểm phỏng vấn tại 196A1 Trần Quang Khải, P.Tân Định, Q1. -------------------------- Yêu cầu công việc đối với vị trí: TƯ VẤN VÀ CHĂM SÓC KHÁCH HÀNG ONLINE a) Mô tả công việc: - Trả lời câu hỏi và giải đáp những thắc mắc của khách hàng qua Facebook, Zalo, Instagram… - Chốt đơn hàng và lên đơn. - Quản lý và chăm sóc fanpage. - Thực hiện các công việc khác liên quan đến chăm sóc khách hàng theo yêu cầu. b) Thu nhập & quyền lợi : Mức lương : - Part-",2025-12-15 16:49,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-773,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,BUDDY-Hồng cá hồi,"KHÔNG LÌ NHA, SON RA SON MÔI RA MÔI",2025-12-15 16:16,Chất lượng sản phẩm kém
1773397937-774,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,To quá,2025-12-15 15:13,Khác / Không rõ
1773397937-775,Phấn Má Hồng Mịn Lì 3CE Face Blush,Delectable-Hồng dâu,Mình thấy mn đều là made in Korea sao của mình lại made in china nhỉ,2025-12-15 12:29,Không giống mô tả / quảng cáo
1773397937-776,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Lazy Talk,"Giao hộp phấn lỗi cho mình vậy,mà mình chốt trên live stream của zk ck tuan duơng dot siêu sale 12/12",2025-12-15 11:58,Khác / Không rõ
1773397937-777,Phấn Má Hồng 3CE Bouncy Blur Balm,Beige Crush,"Mình mua thì thấy son thì ko dán niêm phong, má hồng thì có dán niêm phong. Mình săn live vì thấy có quà tặng kèm. Nhưng mua về thì không có.",2025-12-15 11:51,Chất lượng sản phẩm kém
